flat_id,timestamp,units_kWh,is_anomaly
A118,2024-06-08 08:30:00,1.146,false
A119,2024-06-08 08:30:00,2.542,false
A120,2024-06-08 08:30:00,1.902,false
A121,2024-06-08 08:30:00,1.511,false
A122,2024-06-08 08:30:00,1.799,false
A123,2024-06-08 08:30:00,2.182,false
A124,2024-06-08 08:30:00,2.002,false
A125,2024-06-08 08:30:00,0.959,false
A126,2024-06-08 08:30:00,1.942,false
A127,2024-06-08 08:30:00,2.404,false
A128,2024-06-08 08:30:00,2.113,false
A129,2024-06-08 08:30:00,1.973,false
A130,2024-06-08 08:30:00,1.865,false
A131,2024-06-08 08:30:00,1.666,false
A132,2024-06-08 08:30:00,1.767,false
A133,2024-06-08 08:30:00,1.983,false
A134,2024-06-08 08:30:00,1.874,false
A135,2024-06-08 08:30:00,1.44,false
A136,2024-06-08 08:30:00,2.449,false
A137,2024-06-08 08:30:00,1.617,false
A138,2024-06-08 08:30:00,1.43,false
A139,2024-06-08 08:30:00,1.845,false
A140,2024-06-08 08:30:00,2.303,false
A141,2024-06-08 08:30:00,1.433,false
A142,2024-06-08 08:30:00,1.442,false
A143,2024-06-08 08:30:00,1.492,false
A144,2024-06-08 08:30:00,2.035,false
A145,2024-06-08 08:30:00,1.589,false
A146,2024-06-08 08:30:00,1.218,false
A147,2024-06-08 08:30:00,1.695,false
A148,2024-06-08 08:30:00,1.632,false
A149,2024-06-08 08:30:00,2.16,false
A150,2024-06-08 08:30:00,2.49,false
A101,2024-06-08 09:30:00,11.51,true
A102,2024-06-08 09:30:00,1.562,false
A103,2024-06-08 09:30:00,2.285,false
A104,2024-06-08 09:30:00,1.632,false
A105,2024-06-08 09:30:00,1.375,false
A106,2024-06-08 09:30:00,0.887,false
A107,2024-06-08 09:30:00,1.805,false
A108,2024-06-08 09:30:00,1.758,false
A109,2024-06-08 09:30:00,1.296,false
A110,2024-06-08 09:30:00,1.4,false
A111,2024-06-08 09:30:00,2.256,false
A112,2024-06-08 09:30:00,1.308,false
A113,2024-06-08 09:30:00,1.322,false
A114,2024-06-08 09:30:00,2.283,false
A115,2024-06-08 09:30:00,1.01,false
A116,2024-06-08 09:30:00,1.338,false
A117,2024-06-08 09:30:00,1.827,false
A118,2024-06-08 09:30:00,1.668,false
A119,2024-06-08 09:30:00,1.843,false
A120,2024-06-08 09:30:00,2.605,false
A121,2024-06-08 09:30:00,1.47,false
A122,2024-06-08 09:30:00,1.432,false
A123,2024-06-08 09:30:00,1.532,false
A124,2024-06-08 09:30:00,2.632,false
A125,2024-06-08 09:30:00,1.53,false
A126,2024-06-08 09:30:00,2.167,false
A127,2024-06-08 09:30:00,2.607,false
A128,2024-06-08 09:30:00,1.344,false
A129,2024-06-08 09:30:00,2.02,false
A130,2024-06-08 09:30:00,2.036,false
A131,2024-06-08 09:30:00,2.355,false
A132,2024-06-08 09:30:00,1.59,false
A133,2024-06-08 09:30:00,2.18,false
A134,2024-06-08 09:30:00,2.498,false
A135,2024-06-08 09:30:00,1.889,false
A136,2024-06-08 09:30:00,1.421,false
A137,2024-06-08 09:30:00,2.166,false
A138,2024-06-08 09:30:00,1.052,false
A139,2024-06-08 09:30:00,1.724,false
A140,2024-06-08 09:30:00,1.618,false
A141,2024-06-08 09:30:00,2.551,false
A142,2024-06-08 09:30:00,1.994,false
A143,2024-06-08 09:30:00,1.712,false
A144,2024-06-08 09:30:00,1.637,false
A145,2024-06-08 09:30:00,1.04,false
A146,2024-06-08 09:30:00,1.403,false
A147,2024-06-08 09:30:00,2.054,false
A148,2024-06-08 09:30:00,2.409,false
A149,2024-06-08 09:30:00,1.122,false
A150,2024-06-08 09:30:00,1.946,false
A101,2024-06-08 10:30:00,2.334,false
A102,2024-06-08 10:30:00,2.206,false
A103,2024-06-08 10:30:00,1.966,false
A104,2024-06-08 10:30:00,1.179,false
A105,2024-06-08 10:30:00,1.104,false
A106,2024-06-08 10:30:00,1.117,false
A107,2024-06-08 10:30:00,1.517,false
A108,2024-06-08 10:30:00,1.117,false
A109,2024-06-08 10:30:00,2.339,false
A110,2024-06-08 10:30:00,1.256,false
A111,2024-06-08 10:30:00,2.249,false
A112,2024-06-08 10:30:00,2.008,false
A113,2024-06-08 10:30:00,2.017,false
A114,2024-06-08 10:30:00,1.227,false
A115,2024-06-08 10:30:00,2.001,false
A116,2024-06-08 10:30:00,1.331,false
A117,2024-06-08 10:30:00,1.902,false
A118,2024-06-08 10:30:00,1.169,false
A119,2024-06-08 10:30:00,2.452,false
A120,2024-06-08 10:30:00,2.374,false
A121,2024-06-08 10:30:00,1.037,false
A122,2024-06-08 10:30:00,11.525,true
A123,2024-06-08 10:30:00,1.383,false
A124,2024-06-08 10:30:00,2.313,false
A125,2024-06-08 10:30:00,2.171,false
A126,2024-06-08 10:30:00,1.416,false
A127,2024-06-08 10:30:00,2.34,false
A128,2024-06-08 10:30:00,2.578,false
A129,2024-06-08 10:30:00,1.938,false
A130,2024-06-08 10:30:00,1.035,false
A131,2024-06-08 10:30:00,2.288,false
A132,2024-06-08 10:30:00,1.986,false
A133,2024-06-08 10:30:00,1.495,false
A134,2024-06-08 10:30:00,1.951,false
A135,2024-06-08 10:30:00,2.008,false
A136,2024-06-08 10:30:00,1.611,false
A137,2024-06-08 10:30:00,2.021,false
A138,2024-06-08 10:30:00,1.844,false
A139,2024-06-08 10:30:00,2.125,false
A140,2024-06-08 10:30:00,1.927,false
A141,2024-06-08 10:30:00,1.32,false
A142,2024-06-08 10:30:00,1.717,false
A143,2024-06-08 10:30:00,11.362,true
A144,2024-06-08 10:30:00,1.417,false
A145,2024-06-08 10:30:00,0.866,false
A146,2024-06-08 10:30:00,1.171,false
A147,2024-06-08 10:30:00,2.228,false
A148,2024-06-08 10:30:00,12.963,true
A149,2024-06-08 10:30:00,2.199,false
A150,2024-06-08 10:30:00,1.406,false
A101,2024-06-08 11:30:00,3.667,false
A102,2024-06-08 11:30:00,4.869,false
A103,2024-06-08 11:30:00,4.903,false
A104,2024-06-08 11:30:00,4.946,false
A105,2024-06-08 11:30:00,4.524,false
A106,2024-06-08 11:30:00,3.576,false
A107,2024-06-08 11:30:00,4.84,false
A108,2024-06-08 11:30:00,4.654,false
A109,2024-06-08 11:30:00,3.98,false
A110,2024-06-08 11:30:00,3.998,false
A111,2024-06-08 11:30:00,4.806,false
A112,2024-06-08 11:30:00,3.167,false
A113,2024-06-08 11:30:00,3.099,false
A114,2024-06-08 11:30:00,3.281,false
A115,2024-06-08 11:30:00,3.353,false
A116,2024-06-08 11:30:00,2.946,false
A117,2024-06-08 11:30:00,4.155,false
A118,2024-06-08 11:30:00,3.511,false
A119,2024-06-08 11:30:00,4.588,false
A120,2024-06-08 11:30:00,3.753,false
A121,2024-06-08 11:30:00,3.614,false
A122,2024-06-08 11:30:00,3.682,false
A123,2024-06-08 11:30:00,12.525,true
A124,2024-06-08 11:30:00,4.977,false
A125,2024-06-08 11:30:00,3.273,false
A126,2024-06-08 11:30:00,13.613,true
A127,2024-06-08 11:30:00,4.003,false
A128,2024-06-08 11:30:00,3.981,false
A129,2024-06-08 11:30:00,5.102,false
A130,2024-06-08 11:30:00,4.062,false
A131,2024-06-08 11:30:00,3.393,false
A132,2024-06-08 11:30:00,4.323,false
A133,2024-06-08 11:30:00,4.128,false
A134,2024-06-08 11:30:00,4.499,false
A135,2024-06-08 11:30:00,4.288,false
A136,2024-06-08 11:30:00,4.874,false
A137,2024-06-08 11:30:00,3.851,false
A138,2024-06-08 11:30:00,3.899,false
A139,2024-06-08 11:30:00,4.455,false
A140,2024-06-08 11:30:00,3.397,false
A141,2024-06-08 11:30:00,4.402,false
A142,2024-06-08 11:30:00,3.683,false
A143,2024-06-08 11:30:00,3.973,false
A144,2024-06-08 11:30:00,14.003,true
A145,2024-06-08 11:30:00,3.783,false
A146,2024-06-08 11:30:00,4.536,false
A147,2024-06-08 11:30:00,4.516,false
A148,2024-06-08 11:30:00,4.899,false
A149,2024-06-08 11:30:00,3.925,false
A150,2024-06-08 11:30:00,4.842,false
A101,2024-06-08 12:30:00,3.637,false
A102,2024-06-08 12:30:00,3.251,false
A103,2024-06-08 12:30:00,4.568,false
A104,2024-06-08 12:30:00,4.844,false
A105,2024-06-08 12:30:00,3.171,false
A106,2024-06-08 12:30:00,4.576,false
A107,2024-06-08 12:30:00,4.171,false
A108,2024-06-08 12:30:00,4.229,false
A109,2024-06-08 12:30:00,3.571,false
A110,2024-06-08 12:30:00,4.988,false
A111,2024-06-08 12:30:00,3.984,false
A112,2024-06-08 12:30:00,3.984,false
A113,2024-06-08 12:30:00,4.609,false
A114,2024-06-08 12:30:00,12.482,true
A115,2024-06-08 12:30:00,4.282,false
A116,2024-06-08 12:30:00,3.501,false
A117,2024-06-08 12:30:00,4.466,false
A118,2024-06-08 12:30:00,3.985,false
A119,2024-06-08 12:30:00,3.148,false
A120,2024-06-08 12:30:00,4.657,false
A121,2024-06-08 12:30:00,4.545,false
A122,2024-06-08 12:30:00,4.518,false
A123,2024-06-08 12:30:00,2.97,false
A124,2024-06-08 12:30:00,3.858,false
A125,2024-06-08 12:30:00,4.534,false
A126,2024-06-08 12:30:00,4.172,false
A127,2024-06-08 12:30:00,4.004,false
A128,2024-06-08 12:30:00,3.328,false
A129,2024-06-08 12:30:00,4.546,false
A130,2024-06-08 12:30:00,3.522,false
A131,2024-06-08 12:30:00,4.233,false
A132,2024-06-08 12:30:00,3.903,false
A133,2024-06-08 12:30:00,4.111,false
A134,2024-06-08 12:30:00,4.693,false
A135,2024-06-08 12:30:00,3.295,false
A136,2024-06-08 12:30:00,3.284,false
A137,2024-06-08 12:30:00,3.007,false
A138,2024-06-08 12:30:00,4.742,false
A139,2024-06-08 12:30:00,3.286,false
A140,2024-06-08 12:30:00,4.266,false
A141,2024-06-08 12:30:00,3.561,false
A142,2024-06-08 12:30:00,4.255,false
A143,2024-06-08 12:30:00,3.392,false
A144,2024-06-08 12:30:00,4.904,false
A145,2024-06-08 12:30:00,2.921,false
A146,2024-06-08 12:30:00,2.947,false
A147,2024-06-08 12:30:00,3.678,false
A148,2024-06-08 12:30:00,4.176,false
A149,2024-06-08 12:30:00,3.51,false
A150,2024-06-08 12:30:00,12.448,true
A101,2024-06-08 13:30:00,3.626,false
A102,2024-06-08 13:30:00,4.133,false
A103,2024-06-08 13:30:00,4.288,false
A104,2024-06-08 13:30:00,2.968,false
A105,2024-06-08 13:30:00,3.908,false
A106,2024-06-08 13:30:00,4.319,false
A107,2024-06-08 13:30:00,3.834,false
A108,2024-06-08 13:30:00,3.047,false
A109,2024-06-08 13:30:00,10.105,true
A110,2024-06-08 13:30:00,3.21,false
A111,2024-06-08 13:30:00,3.721,false
A112,2024-06-08 13:30:00,3.519,false
A113,2024-06-08 13:30:00,4.855,false
A114,2024-06-08 13:30:00,2.888,false
A115,2024-06-08 13:30:00,4.558,false
A116,2024-06-08 13:30:00,4.841,false
A117,2024-06-08 13:30:00,10.921,true
A118,2024-06-08 13:30:00,4.594,false
A119,2024-06-08 13:30:00,3.892,false
A120,2024-06-08 13:30:00,3.029,false
A121,2024-06-08 13:30:00,14.591,true
A122,2024-06-08 13:30:00,3.831,false
A123,2024-06-08 13:30:00,3.038,false
A124,2024-06-08 13:30:00,4.441,false
A125,2024-06-08 13:30:00,4.201,false
A126,2024-06-08 13:30:00,3.783,false
A127,2024-06-08 13:30:00,4.305,false
A128,2024-06-08 13:30:00,4.311,false
A129,2024-06-08 13:30:00,13.872,true
A130,2024-06-08 13:30:00,3.636,false
A131,2024-06-08 13:30:00,4.916,false
A132,2024-06-08 13:30:00,5.002,false
A133,2024-06-08 13:30:00,4.079,false
A134,2024-06-08 13:30:00,3.706,false
A135,2024-06-08 13:30:00,3.127,false
A136,2024-06-08 13:30:00,3.735,false
A137,2024-06-08 13:30:00,3.82,false
A138,2024-06-08 13:30:00,4.904,false
A139,2024-06-08 13:30:00,4.814,false
A140,2024-06-08 13:30:00,4.127,false
A141,2024-06-08 13:30:00,4.817,false
A142,2024-06-08 13:30:00,4.244,false
A143,2024-06-08 13:30:00,4.017,false
A144,2024-06-08 13:30:00,4.006,false
A145,2024-06-08 13:30:00,4.703,false
A146,2024-06-08 13:30:00,4.336,false
A147,2024-06-08 13:30:00,3.246,false
A148,2024-06-08 13:30:00,14.386,true
A149,2024-06-08 13:30:00,4.908,false
A150,2024-06-08 13:30:00,3.178,false
A101,2024-06-08 14:30:00,4.653,false
A102,2024-06-08 14:30:00,4.607,false
A103,2024-06-08 14:30:00,4.329,false
A104,2024-06-08 14:30:00,4.514,false
A105,2024-06-08 14:30:00,4.508,false
A106,2024-06-08 14:30:00,4.819,false
A107,2024-06-08 14:30:00,3.939,false
A108,2024-06-08 14:30:00,4.607,false
A109,2024-06-08 14:30:00,3.598,false
A110,2024-06-08 14:30:00,4.124,false
A111,2024-06-08 14:30:00,4.513,false
A112,2024-06-08 14:30:00,3.415,false
A113,2024-06-08 14:30:00,3.138,false
A114,2024-06-08 14:30:00,4.779,false
A115,2024-06-08 14:30:00,2.875,false
A116,2024-06-08 14:30:00,3.022,false
A117,2024-06-08 14:30:00,4.484,false
A118,2024-06-08 14:30:00,4.342,false
A119,2024-06-08 14:30:00,3.713,false
A120,2024-06-08 14:30:00,4.419,false
A121,2024-06-08 14:30:00,3.816,false
A122,2024-06-08 14:30:00,4.014,false
A123,2024-06-08 14:30:00,4.901,false
A124,2024-06-08 14:30:00,4.857,false
A125,2024-06-08 14:30:00,4.833,false
A126,2024-06-08 14:30:00,3.366,false
A127,2024-06-08 14:30:00,4.98,false
A128,2024-06-08 14:30:00,4.75,false
A129,2024-06-08 14:30:00,4.387,false
A130,2024-06-08 14:30:00,13.371,true
A131,2024-06-08 14:30:00,4.907,false
A132,2024-06-08 14:30:00,3.231,false
A133,2024-06-08 14:30:00,2.997,false
A134,2024-06-08 14:30:00,10.008,true
A135,2024-06-08 14:30:00,3.432,false
A136,2024-06-08 14:30:00,3.057,false
A137,2024-06-08 14:30:00,3.379,false
A138,2024-06-08 14:30:00,2.983,false
A139,2024-06-08 14:30:00,4.873,false
A140,2024-06-08 14:30:00,11.834,true
A141,2024-06-08 14:30:00,4.539,false
A142,2024-06-08 14:30:00,4.909,false
A143,2024-06-08 14:30:00,3.251,false
A144,2024-06-08 14:30:00,3.637,false
A145,2024-06-08 14:30:00,4.427,false
A146,2024-06-08 14:30:00,3.737,false
A147,2024-06-08 14:30:00,3.958,false
A148,2024-06-08 14:30:00,4.962,false
A149,2024-06-08 14:30:00,3.42,false
A150,2024-06-08 14:30:00,4.218,false
A101,2024-06-08 15:30:00,4.928,false
A102,2024-06-08 15:30:00,3.84,false
A103,2024-06-08 15:30:00,4.71,false
A104,2024-06-08 15:30:00,3.789,false
A105,2024-06-08 15:30:00,4.849,false
A106,2024-06-08 15:30:00,3.607,false
A107,2024-06-08 15:30:00,4.826,false
A108,2024-06-08 15:30:00,4.048,false
A109,2024-06-08 15:30:00,3.862,false
A110,2024-06-08 15:30:00,4.701,false
A111,2024-06-08 15:30:00,4.69,false
A112,2024-06-08 15:30:00,4.155,false
A113,2024-06-08 15:30:00,4.229,false
A114,2024-06-08 15:30:00,3.05,false
A115,2024-06-08 15:30:00,4.364,false
A116,2024-06-08 15:30:00,4.128,false
A117,2024-06-08 15:30:00,4.021,false
A118,2024-06-08 15:30:00,4.242,false
A119,2024-06-08 15:30:00,3.217,false
A120,2024-06-08 15:30:00,4.307,false
A121,2024-06-08 15:30:00,3.877,false
A122,2024-06-08 15:30:00,3.468,false
A123,2024-06-08 15:30:00,4.872,false
A124,2024-06-08 15:30:00,3.277,false
A125,2024-06-08 15:30:00,4.467,false
A126,2024-06-08 15:30:00,5.05,false
A127,2024-06-08 15:30:00,4.082,false
A128,2024-06-08 15:30:00,3.209,false
A129,2024-06-08 15:30:00,4.528,false
A130,2024-06-08 15:30:00,3.755,false
A131,2024-06-08 15:30:00,4.501,false
A132,2024-06-08 15:30:00,4.873,false
A133,2024-06-08 15:30:00,3.238,false
A134,2024-06-08 15:30:00,4.703,false
A135,2024-06-08 15:30:00,4.969,false
A136,2024-06-08 15:30:00,3.836,false
A137,2024-06-08 15:30:00,3.791,false
A138,2024-06-08 15:30:00,3.071,false
A139,2024-06-08 15:30:00,3.147,false
A140,2024-06-08 15:30:00,12.468,true
A141,2024-06-08 15:30:00,4.327,false
A142,2024-06-08 15:30:00,4.274,false
A143,2024-06-08 15:30:00,4.551,false
A144,2024-06-08 15:30:00,3.043,false
A145,2024-06-08 15:30:00,4.518,false
A146,2024-06-08 15:30:00,3.919,false
A147,2024-06-08 15:30:00,4.168,false
A148,2024-06-08 15:30:00,4.597,false
A149,2024-06-08 15:30:00,3.804,false
A150,2024-06-08 15:30:00,3.626,false
A101,2024-06-08 16:30:00,4.946,false
A102,2024-06-08 16:30:00,4.388,false
A103,2024-06-08 16:30:00,3.373,false
A104,2024-06-08 16:30:00,3.762,false
A105,2024-06-08 16:30:00,4.907,false
A106,2024-06-08 16:30:00,10.129,true
A107,2024-06-08 16:30:00,3.868,false
A108,2024-06-08 16:30:00,4.098,false
A109,2024-06-08 16:30:00,3.596,false
A110,2024-06-08 16:30:00,4.223,false
A111,2024-06-08 16:30:00,3.297,false
A112,2024-06-08 16:30:00,3.034,false
A113,2024-06-08 16:30:00,4.367,false
A114,2024-06-08 16:30:00,3.743,false
A115,2024-06-08 16:30:00,3.838,false
A116,2024-06-08 16:30:00,3.506,false
A117,2024-06-08 16:30:00,4.917,false
A118,2024-06-08 16:30:00,4.226,false
A119,2024-06-08 16:30:00,5.062,false
A120,2024-06-08 16:30:00,3.693,false
A121,2024-06-08 16:30:00,3.59,false
A122,2024-06-08 16:30:00,4.934,false
A123,2024-06-08 16:30:00,4.358,false
A124,2024-06-08 16:30:00,3.892,false
A125,2024-06-08 16:30:00,4.789,false
A126,2024-06-08 16:30:00,3.469,false
A127,2024-06-08 16:30:00,3.133,false
A128,2024-06-08 16:30:00,3.938,false
A129,2024-06-08 16:30:00,3.643,false
A130,2024-06-08 16:30:00,3.667,false
A131,2024-06-08 16:30:00,3.457,false
A132,2024-06-08 16:30:00,3.868,false
A133,2024-06-08 16:30:00,4.315,false
A134,2024-06-08 16:30:00,4.227,false
A135,2024-06-08 16:30:00,4.119,false
A136,2024-06-08 16:30:00,4.266,false
A137,2024-06-08 16:30:00,4.84,false
A138,2024-06-08 16:30:00,4.533,false
A139,2024-06-08 16:30:00,3.299,false
A140,2024-06-08 16:30:00,3.789,false
A141,2024-06-08 16:30:00,3.292,false
A142,2024-06-08 16:30:00,3.182,false
A143,2024-06-08 16:30:00,4.891,false
A144,2024-06-08 16:30:00,4.27,false
A145,2024-06-08 16:30:00,4.686,false
A146,2024-06-08 16:30:00,3.527,false
A147,2024-06-08 16:30:00,4.25,false
A148,2024-06-08 16:30:00,3.276,false
A149,2024-06-08 16:30:00,4.837,false
A150,2024-06-08 16:30:00,13.963,true
A101,2024-06-08 17:30:00,1.553,false
A102,2024-06-08 17:30:00,1.25,false
A103,2024-06-08 17:30:00,13.462,true
A104,2024-06-08 17:30:00,1.794,false
A105,2024-06-08 17:30:00,1.311,false
A106,2024-06-08 17:30:00,1.853,false
A107,2024-06-08 17:30:00,1.329,false
A108,2024-06-08 17:30:00,12.182,true
A109,2024-06-08 17:30:00,1.985,false
A110,2024-06-08 17:30:00,1.68,false
A111,2024-06-08 17:30:00,1.477,false
A112,2024-06-08 17:30:00,1.12,false
A113,2024-06-08 17:30:00,1.149,false
A114,2024-06-08 17:30:00,1.882,false
A115,2024-06-08 17:30:00,1.073,false
A116,2024-06-08 17:30:00,1.449,false
A117,2024-06-08 17:30:00,0.986,false
A118,2024-06-08 17:30:00,1.619,false
A119,2024-06-08 17:30:00,1.127,false
A120,2024-06-08 17:30:00,1.758,false
A121,2024-06-08 17:30:00,1.501,false
A122,2024-06-08 17:30:00,1.774,false
A123,2024-06-08 17:30:00,1.47,false
A124,2024-06-08 17:30:00,1.274,false
A125,2024-06-08 17:30:00,2.05,false
A126,2024-06-08 17:30:00,1.062,false
A127,2024-06-08 17:30:00,1.394,false
A128,2024-06-08 17:30:00,1.08,false
A129,2024-06-08 17:30:00,1.139,false
A130,2024-06-08 17:30:00,1.306,false
A131,2024-06-08 17:30:00,1.981,false
A132,2024-06-08 17:30:00,1.549,false
A133,2024-06-08 17:30:00,1.014,false
A134,2024-06-08 17:30:00,1.809,false
A135,2024-06-08 17:30:00,1.765,false
A136,2024-06-08 17:30:00,1.241,false
A137,2024-06-08 17:30:00,1.043,false
A138,2024-06-08 17:30:00,1.091,false
A139,2024-06-08 17:30:00,1.781,false
A140,2024-06-08 17:30:00,1.88,false
A141,2024-06-08 17:30:00,1.79,false
A142,2024-06-08 17:30:00,0.953,false
A143,2024-06-08 17:30:00,0.889,false
A144,2024-06-08 17:30:00,1.205,false
A145,2024-06-08 17:30:00,1.468,false
A146,2024-06-08 17:30:00,1.2,false
A147,2024-06-08 17:30:00,1.639,false
A148,2024-06-08 17:30:00,0.945,false
A149,2024-06-08 17:30:00,1.302,false
A150,2024-06-08 17:30:00,1.246,false
A101,2024-06-08 18:30:00,0.308,false
A102,2024-06-08 18:30:00,0.82,false
A103,2024-06-08 18:30:00,0.96,false
A104,2024-06-08 18:30:00,0.859,false
A105,2024-06-08 18:30:00,0.308,false
A106,2024-06-08 18:30:00,1.088,false
A107,2024-06-08 18:30:00,0.903,false
A108,2024-06-08 18:30:00,0.864,false
A109,2024-06-08 18:30:00,0.498,false
A110,2024-06-08 18:30:00,0.584,false
A111,2024-06-08 18:30:00,10.414,true
A112,2024-06-08 18:30:00,0.672,false
A113,2024-06-08 18:30:00,0.908,false
A114,2024-06-08 18:30:00,0.879,false
A115,2024-06-08 18:30:00,0.398,false
A116,2024-06-08 18:30:00,0.913,false
A117,2024-06-08 18:30:00,10.666,true
A118,2024-06-08 18:30:00,0.75,false
A119,2024-06-08 18:30:00,0.884,false
A120,2024-06-08 18:30:00,0.951,false
A121,2024-06-08 18:30:00,0.415,false
A122,2024-06-08 18:30:00,0.325,false
A123,2024-06-08 18:30:00,0.544,false
A124,2024-06-08 18:30:00,0.389,false
A125,2024-06-08 18:30:00,0.858,false
A126,2024-06-08 18:30:00,0.279,false
A127,2024-06-08 18:30:00,0.571,false
A128,2024-06-08 18:30:00,1.046,false
A129,2024-06-08 18:30:00,0.479,false
A130,2024-06-08 18:30:00,0.73,false
A131,2024-06-08 18:30:00,1.071,false
A132,2024-06-08 18:30:00,0.688,false
A133,2024-06-08 18:30:00,0.445,false
A134,2024-06-08 18:30:00,0.797,false
A135,2024-06-08 18:30:00,0.819,false
A136,2024-06-08 18:30:00,0.726,false
A137,2024-06-08 18:30:00,0.523,false
A138,2024-06-08 18:30:00,0.669,false
A139,2024-06-08 18:30:00,0.405,false
A140,2024-06-08 18:30:00,0.224,false
A141,2024-06-08 18:30:00,0.885,false
A142,2024-06-08 18:30:00,0.803,false
A143,2024-06-08 18:30:00,0.966,false
A144,2024-06-08 18:30:00,0.578,false
A145,2024-06-08 18:30:00,0.465,false
A146,2024-06-08 18:30:00,0.578,false
A147,2024-06-08 18:30:00,0.815,false
A148,2024-06-08 18:30:00,0.474,false
A149,2024-06-08 18:30:00,0.249,false
A150,2024-06-08 18:30:00,0.955,false
A101,2024-06-08 19:30:00,0.598,false
A102,2024-06-08 19:30:00,0.592,false
A103,2024-06-08 19:30:00,0.184,false
A104,2024-06-08 19:30:00,0.345,false
A105,2024-06-08 19:30:00,0.741,false
A106,2024-06-08 19:30:00,0.858,false
A107,2024-06-08 19:30:00,0.286,false
A108,2024-06-08 19:30:00,0.947,false
A109,2024-06-08 19:30:00,0.601,false
A110,2024-06-08 19:30:00,0.507,false
A111,2024-06-08 19:30:00,0.777,false
A112,2024-06-08 19:30:00,0.671,false
A113,2024-06-08 19:30:00,0.446,false
A114,2024-06-08 19:30:00,0.543,false
A115,2024-06-08 19:30:00,0.669,false
A116,2024-06-08 19:30:00,0.653,false
A117,2024-06-08 19:30:00,0.631,false
A118,2024-06-08 19:30:00,0.333,false
A119,2024-06-08 19:30:00,0.907,false
A120,2024-06-08 19:30:00,0.929,false
A121,2024-06-08 19:30:00,0.505,false
A122,2024-06-08 19:30:00,0.529,false
A123,2024-06-08 19:30:00,0.858,false
A124,2024-06-08 19:30:00,0.175,false
A125,2024-06-08 19:30:00,0.859,false
A126,2024-06-08 19:30:00,1.028,false
A127,2024-06-08 19:30:00,0.84,false
A128,2024-06-08 19:30:00,0.397,false
A129,2024-06-08 19:30:00,0.543,false
A130,2024-06-08 19:30:00,0.788,false
A131,2024-06-08 19:30:00,0.767,false
A132,2024-06-08 19:30:00,12.808,true
A133,2024-06-08 19:30:00,0.762,false
A134,2024-06-08 19:30:00,0.756,false
A135,2024-06-08 19:30:00,0.219,false
A136,2024-06-08 19:30:00,0.759,false
A137,2024-06-08 19:30:00,0.776,false
A138,2024-06-08 19:30:00,0.97,false
A139,2024-06-08 19:30:00,0.843,false
A140,2024-06-08 19:30:00,0.927,false
A141,2024-06-08 19:30:00,0.276,false
A142,2024-06-08 19:30:00,0.82,false
A143,2024-06-08 19:30:00,0.908,false
A144,2024-06-08 19:30:00,0.441,false
A145,2024-06-08 19:30:00,0.403,false
A146,2024-06-08 19:30:00,0.628,false
A147,2024-06-08 19:30:00,0.335,false
A148,2024-06-08 19:30:00,0.745,false
A149,2024-06-08 19:30:00,0.215,false
A150,2024-06-08 19:30:00,0.469,false
A101,2024-06-08 20:30:00,0.567,false
A102,2024-06-08 20:30:00,0.458,false
A103,2024-06-08 20:30:00,0.413,false
A104,2024-06-08 20:30:00,0.243,false
A105,2024-06-08 20:30:00,0.711,false
A106,2024-06-08 20:30:00,13.165,true
A107,2024-06-08 20:30:00,0.442,false
A108,2024-06-08 20:30:00,0.575,false
A109,2024-06-08 20:30:00,0.761,false
A110,2024-06-08 20:30:00,0.533,false
A111,2024-06-08 20:30:00,0.614,false
A112,2024-06-08 20:30:00,0.873,false
A113,2024-06-08 20:30:00,0.826,false
A114,2024-06-08 20:30:00,0.363,false
A115,2024-06-08 20:30:00,0.778,false
A116,2024-06-08 20:30:00,0.625,false
A117,2024-06-08 20:30:00,0.789,false
A118,2024-06-08 20:30:00,0.334,false
A119,2024-06-08 20:30:00,0.643,false
A120,2024-06-08 20:30:00,0.294,false
A121,2024-06-08 20:30:00,0.906,false
A122,2024-06-08 20:30:00,0.533,false
A123,2024-06-08 20:30:00,0.74,false
A124,2024-06-08 20:30:00,0.734,false
A125,2024-06-08 20:30:00,0.452,false
A126,2024-06-08 20:30:00,14.324,true
A127,2024-06-08 20:30:00,0.38,false
A128,2024-06-08 20:30:00,0.815,false
A129,2024-06-08 20:30:00,0.687,false
A130,2024-06-08 20:30:00,0.689,false
A131,2024-06-08 20:30:00,0.555,false
A132,2024-06-08 20:30:00,0.624,false
A133,2024-06-08 20:30:00,0.549,false
A134,2024-06-08 20:30:00,0.422,false
A135,2024-06-08 20:30:00,0.789,false
A136,2024-06-08 20:30:00,0.489,false
A137,2024-06-08 20:30:00,1.01,false
A138,2024-06-08 20:30:00,0.724,false
A139,2024-06-08 20:30:00,0.591,false
A140,2024-06-08 20:30:00,0.506,false
A141,2024-06-08 20:30:00,0.368,false
A142,2024-06-08 20:30:00,0.763,false
A143,2024-06-08 20:30:00,0.765,false
A144,2024-06-08 20:30:00,0.607,false
A145,2024-06-08 20:30:00,0.728,false
A146,2024-06-08 20:30:00,0.775,false
A147,2024-06-08 20:30:00,0.719,false
A148,2024-06-08 20:30:00,0.269,false
A149,2024-06-08 20:30:00,14.575,true
A150,2024-06-08 20:30:00,0.753,false
A101,2024-06-08 21:30:00,0.656,false
A102,2024-06-08 21:30:00,0.31,false
